deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
949,Man,[Decline to Answer],F18,24,"One scenario is like when im not doing anything, thought of pass happy event will pop up, like what i and my friend did that are cool and shit.

well also my mom argue with me all the time, everytime after we argue, a lot of past argue history will pop up... 


idk if what i experienced is what u guys are looking for.",2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
952,Woman,N/A,F18,19,"First Date with current boyfriend. Watching the Christmas parade, holding his hand for the first time and kissing him for the first time. Watching the snow fall in front of my window after I was home and thinking about it.",2,White/Caucasian,Canada,Canadian,N/A,,,
954,Woman,[Decline to Answer],F18,19,It was a beautiful day out and I was with people I loved to be around. I hadn't seen them in a while and it was nice to catch up like before. We picked up right where we left off.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
957,Woman,[Decline to Answer],F18,18,I met two of my best friends at the very first day of high school when I was doing a course selection in the main office.  They gave me suggestions on what courses I should take and what I should not.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Cantonese,[Decline to Answer],,,
958,Woman,[Decline to Answer],F18,18,The most frequent recollection has been about how me and my (now) boyfriend started talking. How we would look at each other at work and how we would act. That recollection would then turn into remembering our first date.,2,White/Caucasian,Canada,Italian,[Decline to Answer],,,
962,Man,[Decline to Answer],F18,19,The most frequent recollection was how I went used to go to the park everyday with my grandpa for morning walks.,2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
963,Man,[Decline to Answer],F18,17,Playing on the varsity team's soccer team. Picking up the ball in our own half and going through people left and right and breaking ankles with my moves. Eventually leading to the game/championship winning goal and getting my name chanted across the whole stadium by joyful fans and supporters in awe of my talent.,2,Middle Eastern,Other Asian country,Canadian,[Decline to Answer],,,
964,Woman,N/A,F18,19,A recollection that I have had recently is the first date I went on.  We went out for dinner and to get ice cream and then watched a movie at home.,2,White/Caucasian,Canada,Canadian,N/A,,,
966,Woman,[Decline to Answer],F18,18,Spending time with my significant other. The feeling of happiness I have with them makes me want to relive that feeling I get therefore making me have recollections of the memories.,2,White/Caucasian,Canada,Russian,[Decline to Answer],,,
967,Woman,[Decline to Answer],F18,17,being with my boyfriend and hanging out together,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
968,Woman,[Decline to Answer],F18,18,"Parties with friends. After leaving for university in which most of my best friends didn't go to, I remember what we did the last few years a lot.  Although we video chat and everything, I miss the old times in which I was consistently surrounded by them.",2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
970,Woman,[Decline to Answer],F18,22,Childhood memories,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,n/a,,,
973,Woman,[Decline to Answer],F18,18,a vacation we took in the summer with multiple happy thoughts and great people,2,"South Asian (e.g. Pakistani, Indian)",Pakistan,Pakistani,[Decline to Answer],,,
976,Woman,n/a,F18,18,"The grade 12s in my school organized a graduation trip to a beach in Ontario. I constantly get recollections of that weekend. It was the most fun I have ever had in my life and I also find myself reminiscing about the weekend on a weekly basis. Sometimes however these memories come to me on their own and it's always the same one, I'm talking with my guy friends on a bench outside of our cabin.",2,Middle Eastern,Egypt,Egyptian,n/a,,,
981,Woman,[Decline to Answer],F18,18,My siblings and I used to quote movies and plays on the way home from the theater/cinema.,2,[Decline to Answer],Canada,Canadian,[Decline to Answer],,,
982,Man,[Decline to Answer],F18,17,Meeting friends and spending time with them. Having fun with friends and discussing stuff.,2,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
983,Woman,n/a,F18,19,The memory that often reoccurs to me occurred last year. It was an occurrence that happened in Waterloo. The memory overall isn't perfectly clear but I do remember certain details of it.,2,White/Caucasian,Canada,Canadian,n/a,,,
986,Woman,[Decline to Answer],F18,18,"the memory that popped into my head is one of when I was younger. What came up in that memory is how I felt, the people I was with, and how that day played out. It was a positive memory that made me reminisce of old times.",2,Hispanic,Canada,Canadian,[Decline to Answer],,,
988,Woman,[Decline to Answer],F18,18,My family and I took a trip to Universal Studios to visit Harry Potter world. We were happy and really enjoyed our experience there. We got to experience a lot of things that happen in the Harry Potter world.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
990,Woman,[Decline to Answer],F18,18,The event was really fun and a highlight to my experiences. I was able to be myself and not worry about the thoughts of others. It was one of the only times I felt completely free and it brought joyful tears.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
991,Man,Male,F18,19,"My brother's wedding day, hanging out with my family and helping him prepare for the ceremony. Talking with all of my siblings and spending time together.",2,White/Caucasian,Canada,Canadian,Canadian,,,
992,Man,[Decline to Answer],F18,18,"I was very stressed for exams, and couldn't get any work done. So I called my mom and we talked about it. I felt overwhelmed with relief.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
994,Man,[Decline to Answer],F18,19,"I was riding transit, letting my mind wander when i found myself thinking about the time my dad first showed me how to shoot pool. I had been 12 and we had just renovated the basement, my dad had implored my mother to let him put a billiards table in it. Once it had been set up, my dad spent all afternoon teaching me how to shoot. He showed me cuts, banks, kicks, and jumps, i remember my dad saying ""his son would know how to win 20 bucks in a bar"".",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
996,Woman,[Decline to Answer],F18,18,"I always remember my home friends just talking about whatever thing and having funny discussion of that. specially about the future of our life. Each of them used to have a very different opinion, consequently, there was  a kind of tension in the environment, but that was so fun.",2,Hispanic,Other South American country,Other not listed,Ecuador,,,
997,Woman,[Decline to Answer],F18,17,childhood memory of my grandmother and me in the park eating our favorite dessert,2,Hispanic,Colombia,Latin-American,[Decline to Answer],,,
998,Woman,[Decline to Answer],F18,17,"I remember sitting in my aunts living room, the sun streaking the cushioned grey coffee table and outlining some dust in the air. I was showing her vacation pics on my phone. She was smiling and we had a really good conversation.",2,White/Caucasian,Canada,Italian,[Decline to Answer],,,
999,Man,[Decline to Answer],F18,17,"I was sitting in class, very bored. I began messaging a girl I was interested in. I thought of her, and I have continued to do so frequently.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
1001,Woman,n/a,F18,16,Riding the new avatar ride at Disney World while on my vacation at the end of August.,2,White/Caucasian,Canada,Canadian,n/a,,,
1002,Man,No,F18,17,"Memories of meeting a girl I am now dating. Certain snapshots or dialogue that occurred is remembered.  For example, when we were watching a movie at the theater. I can remember the exact feelings and sensory information stimulating my mind.",2,Hispanic,Chile,Canadian,[Decline to Answer],,,
1003,Man,[Decline to Answer],F18,18,"Me when I listened to a particular CD at the tender age of 10, with the wind breezing across my face and developing an attachment to a particular song",2,White/Caucasian,France,French,[Decline to Answer],,,
1004,Woman,[Decline to Answer],F18,19,I can remember who take bus with me but I don't know him. And I still know where I met him after one month.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
1008,Woman,[Decline to Answer],F18,NA,"The event is from my childhood. I was ""treating"" the ""wounds"" (i.e. scrapes, burns, small cuts, etc.) of my friends in my hometown with saltwater and herbs we collected from various gardens. I was around 7 years old. It was summer time and we were lounging by the pool. I felt like I was responsible for the well-being of all the other kids in our little community even though I wasn't the eldest. I really believed that I had special healing abilities, too!",2,White/Caucasian,Turkey,Other not listed,TÃ¼rk,,,
1013,Woman,[Decline to Answer],F18,19,"I remembered one time I was sitting talking with my brother in his room. We were joking and laughing, having a good time. I remember feeling happy.",2,White/Caucasian,Canada,Polish,[Decline to Answer],,,
1015,Woman,[Decline to Answer],F18,18,"I remember being in the backseat of my dad's car, driving to our family trailer. I was maybe six and wearing my favorite lime green bathing suit underneath a cover up dress. My older sister had the same matching bathing suit and we would sit in the backseat together, singing, napping, and anticipating swimming at the trailer.",2,Hispanic,Canada,Portuguese,[Decline to Answer],,,
